DOMAIN	TOTAL	Acas	Afum	Agos	Aloc	Amac	Amoe	Bden	Ccin	Cint	Cmer	CneoA	Cowc	Crei	Crev	Ddis	Dmel	Ebie	Ecun	Eint	Gpro	Hmag	Hpol	Mbre	Mcir	Mver	Ncer	Ncra	NparERTm1	Pbla	PirE2	Pult	Rall	Rory	Scer	Spom	Spun	Sros	Sros50818	Sscl	Tgon	Tpse	Ttra	Umay	Vcul	Wseb	Ylip
AA_permease_2	595	9	49	20	1	4	4	10	16	36	2	17	2	8	2	11	12	1	1	1	46	29	6	2	1	28	0	20	0	26	0	27	5	33	24	21	1	7	0	46	0	6	1	17	1	11	31
Cyt-b5	583	16	25	10	0	0	43	19	24	6	8	18	2	14	6	18	15	0	1	1	39	6	13	9	3	29	0	21	1	35	0	16	15	36	6	6	5	6	4	21	7	22	6	19	1	16	15
HATPase_c	582	47	22	10	6	2	31	7	15	9	11	16	6	22	4	25	7	5	4	4	24	12	8	15	4	31	4	19	4	22	2	12	11	26	9	7	13	8	3	28	11	15	4	12	5	10	10
WW	581	11	11	8	1	5	20	11	17	34	1	9	12	25	3	7	33	0	2	2	17	33	8	32	3	27	0	12	0	12	1	72	4	22	8	11	4	1	11	13	8	34	11	10	1	7	7
RabGAP-TBC	581	33	12	8	1	3	19	20	13	25	7	14	5	14	5	32	24	2	4	4	16	24	11	21	3	21	4	12	4	33	4	32	10	33	10	13	5	3	2	11	17	7	3	14	5	7	11
RhoGEF	576	110	6	5	0	4	37	15	18	19	1	16	7	0	6	47	25	1	1	2	9	31	16	19	4	15	2	6	1	30	5	3	14	34	4	8	3	0	7	6	0	0	5	13	1	14	6
TSP_1	574	0	0	0	0	0	2	0	0	182	0	0	1	0	0	0	31	0	0	0	1	330	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	20	1	0	0	0	0	0
CH	571	60	8	6	2	4	31	13	8	31	1	7	10	6	3	50	39	3	3	4	15	50	10	26	5	18	4	9	4	14	2	16	9	17	7	10	4	4	9	9	1	2	6	9	5	8	9
RhoGAP	571	60	7	8	0	0	28	16	13	25	2	10	13	1	5	44	21	1	3	3	10	31	14	32	7	25	2	10	2	31	4	7	11	39	11	10	5	3	5	8	1	1	7	12	6	7	10
Chromo	559	12	7	3	1	2	9	8	9	6	2	7	0	9	1	16	18	2	2	2	10	30	3	3	1	23	2	10	1	19	6	35	11	241	3	9	2	2	1	11	3	7	1	2	1	3	3
Bromodomain	557	9	8	10	1	4	16	12	13	19	9	14	4	14	3	12	26	21	5	5	19	24	13	25	7	25	6	11	9	16	1	27	15	26	15	12	6	3	3	11	13	17	1	15	7	13	12
DDE_1	553	0	51	1	0	0	1	0	0	2	0	4	0	1	0	1	0	0	0	0	1	226	0	12	0	0	2	0	0	47	0	8	4	23	1	3	0	0	0	159	0	0	0	0	0	0	6
AA_permease	549	7	47	19	1	4	6	10	14	35	2	16	2	6	1	10	16	0	1	1	41	28	7	4	1	25	0	20	0	19	0	18	7	26	24	22	1	5	2	39	0	7	1	16	1	8	29
LSM	548	14	15	16	6	3	16	13	15	5	17	15	3	17	7	18	18	4	12	14	15	15	9	13	3	17	4	17	10	20	2	17	13	15	16	16	4	4	2	15	17	18	0	16	13	15	14
7tm_1	548	2	2	0	0	1	0	2	2	137	0	2	1	0	0	3	84	0	0	0	6	293	0	0	0	0	0	2	0	1	0	2	2	0	0	0	4	0	0	1	0	0	0	1	0	0	0
cEGF	541	0	0	0	0	0	0	0	0	275	0	0	13	0	0	41	27	0	0	0	0	132	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	22	0	0	0	0	0	0
F-box	538	102	10	6	0	0	6	9	51	21	3	7	1	6	0	26	17	0	0	0	32	16	1	12	4	25	0	18	0	60	2	0	5	19	5	9	7	1	3	12	1	2	6	7	0	8	18
Homeobox	526	22	7	7	7	2	6	4	12	80	6	5	0	1	3	11	104	2	11	11	9	43	2	2	5	10	9	6	5	28	0	8	7	37	9	3	4	1	0	7	0	9	1	6	7	2	5
Dimer_Tnp_hAT	526	0	2	0	0	0	1	9	2	26	0	0	0	5	0	0	1	0	0	0	23	444	0	0	1	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PX	518	12	13	13	0	4	31	14	15	22	1	12	8	6	4	11	16	1	1	1	11	18	5	22	3	21	0	13	0	25	2	72	10	25	14	14	4	4	3	12	3	7	7	13	1	11	13
Acetyltransf_7	518	22	25	7	6	2	11	8	14	9	13	6	5	27	3	29	12	5	5	4	23	11	6	12	5	23	5	15	5	19	2	31	5	20	8	12	3	3	5	16	7	22	3	11	6	8	19
cNMP_binding	517	5	7	7	0	7	10	17	5	23	2	5	5	36	3	9	27	0	2	2	17	26	18	12	0	10	2	7	1	13	0	108	12	17	5	5	2	0	1	7	18	40	8	5	1	3	7
AAA_2	511	12	11	10	6	5	29	15	12	9	16	13	3	19	2	17	12	10	9	9	14	7	11	14	3	15	9	13	10	20	3	19	15	21	11	11	1	5	4	12	17	19	1	9	9	8	11
RuvB_N	509	8	14	14	4	7	20	15	10	12	13	9	4	15	9	16	17	7	9	9	17	9	12	16	3	18	8	14	9	17	3	21	15	16	13	11	2	4	1	12	14	20	2	10	9	9	12
EamA	507	21	10	3	2	2	15	9	15	23	20	10	2	37	6	18	10	2	1	1	17	17	11	13	4	28	0	7	0	24	3	31	7	23	7	5	4	3	4	6	4	39	4	12	4	13	10
Cyclin_N	507	11	9	11	2	5	10	16	16	19	6	10	6	17	7	16	15	2	3	3	22	15	6	14	6	17	3	10	3	28	2	18	11	24	16	12	4	2	4	7	6	54	1	11	3	14	10
PDZ	506	1	2	2	0	0	0	1	0	65	5	0	5	7	0	0	96	0	0	0	0	107	0	144	0	0	0	1	0	1	0	17	0	0	2	0	0	1	24	0	1	23	1	0	0	0	0
DDE_4	504	0	0	0	0	1	0	0	1	17	0	4	0	1	0	4	5	0	0	0	21	324	0	5	2	16	0	0	0	84	0	2	6	5	0	0	0	0	3	0	0	2	0	1	0	0	0
PUF	502	0	15	16	0	4	21	19	12	9	11	11	4	11	0	15	8	27	4	4	14	8	12	2	2	23	4	15	5	29	8	8	6	49	23	26	0	5	0	14	4	13	0	11	4	13	13
3Beta_HSD	500	24	29	2	0	3	21	9	19	11	17	19	3	31	6	24	19	0	0	0	30	5	5	20	1	19	0	17	0	10	2	17	4	16	9	7	7	5	2	18	2	21	3	11	0	14	18
Trypsin	499	3	0	1	0	0	10	1	0	68	5	0	0	18	3	1	268	0	0	0	16	32	1	1	1	3	0	1	0	2	0	23	1	1	0	0	1	0	0	2	3	31	0	0	0	0	2
Aldo_ket_red	499	17	31	5	1	4	4	4	22	12	4	21	0	20	3	7	13	0	1	1	39	10	6	9	7	22	2	18	1	20	2	24	3	20	16	15	1	3	0	27	4	28	1	16	1	17	17
KH_3	494	6	12	11	2	0	10	12	10	32	1	11	10	12	5	3	41	10	1	2	18	45	11	27	2	23	1	18	1	17	0	9	1	21	11	9	0	5	12	15	6	16	3	11	2	10	9
Actin	491	33	12	14	1	3	21	7	14	30	7	12	2	7	3	45	17	2	3	3	12	15	10	17	4	17	4	13	3	13	1	13	14	15	12	12	4	0	3	13	14	7	2	12	4	10	11
GTP_EFTU_D2	487	11	14	10	2	2	24	16	14	14	13	11	5	18	5	17	15	3	3	3	14	13	15	12	1	16	3	12	4	20	0	15	12	25	14	16	2	2	0	14	12	16	5	12	4	15	13
Abhydrolase_3	484	19	35	2	0	5	15	8	34	10	2	15	5	4	0	10	32	0	0	0	46	4	4	9	2	29	0	22	0	14	4	17	3	21	2	6	5	3	1	35	4	10	2	24	0	11	10
SRPRB	482	26	8	10	3	3	14	10	11	27	8	8	5	23	3	32	20	2	6	5	11	27	6	17	5	20	4	10	6	18	0	21	7	12	11	8	1	2	4	6	6	12	3	11	7	11	12
AAA_33	479	16	13	13	2	2	13	10	13	14	12	10	3	26	8	15	18	4	2	1	16	22	5	21	2	17	4	16	2	21	2	22	10	21	10	10	6	5	3	8	12	14	3	12	1	9	10
HMG_box	477	13	7	9	2	2	12	9	28	25	0	7	0	15	12	4	25	6	2	2	21	36	8	13	6	20	2	13	2	26	1	13	6	32	9	9	5	5	3	6	6	24	3	10	2	8	8
Kelch_5	472	59	7	4	0	0	1	9	7	18	22	8	8	19	1	34	14	0	0	1	4	7	5	10	0	55	0	18	0	29	0	25	1	29	6	7	3	0	3	13	12	13	4	7	0	4	5
Aa_trans	471	15	18	6	1	0	13	8	4	17	3	9	6	10	3	6	17	2	5	5	16	45	2	13	4	19	7	8	4	22	0	52	7	35	7	2	2	3	1	13	4	20	6	8	3	12	8
Pro_isomerase	469	10	11	8	1	3	8	15	13	19	7	13	2	33	3	13	18	2	2	2	14	19	12	16	6	14	2	11	2	14	3	20	12	17	9	9	4	4	2	10	15	35	3	11	2	10	10
EGF_3	469	0	0	0	0	0	0	0	0	325	0	0	12	1	0	1	13	0	0	0	0	63	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	23	0	0	0	0	0	0
G-alpha	469	19	10	7	1	1	22	20	24	23	4	10	4	13	3	32	18	2	2	2	13	19	14	16	5	22	1	12	2	19	0	13	13	19	9	6	2	5	3	8	5	8	3	12	4	10	9
Hydrolase_like2	466	10	14	9	2	3	31	17	11	9	5	8	2	15	3	16	14	6	2	3	19	20	11	12	6	25	3	12	2	24	0	26	14	24	12	10	3	1	3	7	7	10	1	13	4	7	10
NAD_binding_4	462	21	26	2	0	3	16	8	16	11	18	10	3	20	3	36	21	0	0	0	22	5	7	14	3	21	0	12	0	15	2	10	2	21	7	8	5	4	3	23	4	13	5	16	0	10	16
bZIP_1	462	8	16	6	0	7	11	10	11	20	4	14	3	15	2	13	14	0	1	1	21	21	2	9	5	26	2	16	1	38	2	16	4	48	13	5	6	3	4	14	1	18	0	12	2	10	7
zf-CCHC	462	15	14	7	1	8	4	12	15	18	3	17	2	9	1	10	8	1	0	0	13	51	3	4	2	32	0	26	2	12	4	38	8	35	8	9	0	3	2	27	1	4	2	14	0	4	13
Glyco_tranf_2_3	454	7	15	6	2	2	30	21	17	10	6	9	1	10	5	8	17	16	2	2	15	11	13	11	5	27	1	16	2	28	4	8	7	27	5	3	6	6	3	18	4	8	0	20	2	8	10
DSPc	452	41	7	5	1	2	17	9	13	27	5	8	2	21	0	29	15	1	1	1	21	24	4	24	4	16	1	8	1	18	2	27	7	13	7	4	4	2	6	7	9	11	5	7	1	6	8
PCI	452	9	14	9	2	2	13	16	15	13	10	15	4	13	4	15	15	3	4	4	16	14	13	15	0	17	3	14	3	17	2	15	8	18	9	15	6	5	2	12	9	14	3	15	3	11	13
Pyr_redox_3	450	18	29	7	1	1	8	5	17	19	7	12	2	23	4	12	12	2	1	1	37	9	4	13	2	17	1	22	2	13	0	9	4	16	8	6	3	2	4	35	5	12	1	18	2	9	15
Aldedh	449	19	26	7	0	2	19	12	16	22	6	18	3	12	2	12	11	0	0	0	26	27	8	12	4	15	0	15	0	13	0	21	3	17	10	8	1	6	0	14	8	9	4	18	0	9	14
Asp	446	3	7	7	0	0	4	94	17	4	3	10	2	4	2	5	13	0	0	0	7	4	3	4	6	33	0	19	0	35	0	22	2	38	9	2	3	6	1	13	8	7	0	9	0	2	38
Collagen	445	0	3	0	0	0	1	0	1	156	0	2	0	3	0	4	55	0	0	0	2	138	0	35	0	5	2	0	0	0	0	0	0	0	0	0	0	0	30	4	2	0	1	1	0	0	0
Prenyltrans	444	16	21	11	0	0	20	9	15	12	12	13	11	12	4	12	12	2	4	4	14	11	9	17	0	20	4	12	5	15	0	8	9	11	17	13	7	2	1	13	11	12	0	13	4	14	12
Cpn60_TCP1	441	8	10	10	8	2	20	11	10	14	13	10	1	17	3	20	13	14	8	8	9	19	10	10	1	10	8	10	8	15	0	13	14	18	11	10	1	3	0	10	12	10	2	10	8	9	10
NUDIX	439	21	16	5	0	2	6	7	17	12	16	7	3	25	2	17	15	5	2	2	29	14	4	13	4	19	2	17	2	16	0	12	6	23	7	8	2	3	3	11	4	23	5	12	2	9	9
CBFD_NFYB_HMF	439	6	8	10	4	2	7	9	12	10	8	7	4	60	3	12	51	6	7	8	10	15	5	6	3	13	4	12	6	16	2	8	7	16	8	15	2	7	1	9	1	6	1	8	6	8	10
HSP70	430	20	10	9	3	5	16	6	12	11	7	9	2	16	0	12	15	5	5	5	14	14	8	12	3	16	5	13	5	28	2	15	9	23	14	8	1	1	2	10	11	16	2	9	4	7	10
zf-MYND	430	19	3	1	0	2	4	6	71	14	1	2	3	85	1	13	19	0	0	0	41	23	6	13	0	14	0	7	0	12	1	20	5	10	1	2	3	3	3	4	5	5	2	2	0	2	2
DDE_Tnp_1_7	427	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	399	0	10	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
TIG	425	3	1	1	0	1	0	0	1	22	1	1	4	17	0	122	8	0	0	0	2	16	0	87	0	10	0	1	0	4	0	58	1	9	2	1	0	0	4	1	0	39	4	1	0	1	2
PP2C	423	34	9	6	0	0	24	7	10	12	5	6	2	33	4	13	13	0	0	0	13	16	9	13	2	10	0	6	0	11	1	26	5	21	8	6	2	5	1	6	36	24	5	6	0	6	7
MTS	422	21	10	8	3	1	11	10	12	15	12	5	3	21	2	17	17	2	4	6	16	14	10	13	2	12	3	7	5	17	0	19	6	19	5	12	3	3	4	10	6	17	4	11	3	14	7
MORN	418	125	0	0	0	0	0	11	0	16	0	0	1	32	0	2	11	0	0	0	10	24	9	24	0	0	0	0	0	0	1	45	11	0	0	0	4	0	6	0	53	23	10	0	0	0	0
Aminotran_5	418	12	18	6	3	3	16	10	10	21	11	9	5	16	4	11	11	1	1	1	21	14	7	22	2	20	1	17	1	13	2	15	2	13	9	7	2	3	5	17	11	11	4	11	1	8	10
GATA	417	33	8	6	2	6	17	9	12	8	6	11	2	15	7	19	8	1	2	2	19	4	3	3	4	31	2	7	5	39	1	0	7	50	10	7	3	5	1	8	1	0	0	12	5	8	8
Y_phosphatase	416	20	3	4	1	1	12	6	6	48	2	3	6	9	0	14	29	3	1	1	9	66	3	49	5	9	1	7	1	15	3	13	6	16	4	5	3	1	8	7	2	3	1	2	1	4	3
AAA_11	415	8	10	9	4	3	12	9	25	11	10	7	4	28	4	23	12	4	4	5	11	15	10	17	0	20	5	14	5	7	0	11	9	11	9	6	3	5	1	12	9	10	3	7	7	7	9
Pyr_redox	415	15	15	7	1	3	13	9	14	12	9	12	3	19	9	13	8	2	1	1	23	8	7	12	1	14	2	13	3	16	0	11	8	19	11	7	1	2	4	15	9	22	2	18	2	10	9
Ubie_methyltran	414	17	16	5	3	2	8	4	9	30	17	4	2	21	1	16	6	0	1	1	14	6	7	9	4	17	1	13	2	32	0	10	3	34	4	8	2	2	3	21	7	20	2	11	1	8	10
HLH	412	5	9	6	0	2	9	9	10	34	1	8	5	9	6	0	53	0	0	0	6	35	2	8	4	25	0	14	0	35	0	4	7	52	6	4	3	0	1	9	0	4	1	11	0	7	8
Peptidase_S8	410	23	9	3	3	3	40	3	13	4	0	3	0	22	3	15	5	1	2	2	6	13	2	8	2	32	2	9	2	26	4	42	10	24	4	4	2	1	2	11	12	7	3	5	2	5	16
DUF4371	409	0	0	0	0	0	0	0	0	18	0	0	0	9	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GST_N_3	407	12	19	1	0	4	8	8	27	26	10	6	1	16	0	15	39	0	1	1	31	15	6	11	0	13	1	8	0	17	1	22	3	8	3	5	6	5	1	16	4	12	2	11	1	5	6
Transposase_21	403	0	0	0	0	0	0	0	8	0	0	0	0	14	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	235	0	0	0	128	0	0	0	1	0	0	0	0	0	1	0	0	0
zf-CCCH	403	9	7	8	3	1	23	6	10	9	6	9	6	25	2	8	15	3	7	7	13	19	5	11	3	15	5	8	5	13	1	25	9	19	6	9	5	1	2	5	18	12	1	10	3	7	9
Myosin_head	401	28	5	3	3	1	16	9	5	28	0	6	3	3	2	14	17	4	3	3	8	29	11	34	3	8	3	6	3	16	0	28	7	21	5	5	3	2	5	5	14	11	3	4	3	6	5
Adaptin_N	397	16	10	9	3	2	10	14	10	12	7	11	1	8	4	13	12	3	6	5	9	21	14	12	2	12	2	10	3	15	2	10	12	17	9	9	7	4	1	11	14	11	1	12	1	10	10
FeoB_N	390	13	9	9	3	2	8	10	7	11	14	8	2	17	3	19	10	3	4	4	10	10	8	10	1	26	5	9	4	13	2	14	11	11	9	10	4	3	2	7	14	18	3	6	5	11	8
Guanylate_cyc	388	4	1	1	0	3	5	10	1	22	0	1	3	129	1	9	40	0	1	1	7	24	5	23	0	2	1	1	1	2	0	21	11	3	1	1	3	1	5	1	7	26	6	1	1	1	1
AAA_19	388	12	12	10	2	4	10	8	26	7	9	8	3	26	3	19	11	0	4	3	9	11	8	17	1	13	2	16	2	7	0	9	8	11	9	8	3	3	3	13	12	12	4	8	4	7	11
APH	386	18	20	6	1	3	8	5	18	9	7	6	1	20	1	8	50	0	1	1	19	9	3	7	6	12	2	8	1	15	0	10	6	13	5	5	3	1	2	25	6	23	3	7	2	3	7
FYVE	383	33	6	5	0	0	7	8	5	12	0	5	8	2	3	16	14	0	0	0	9	17	1	16	4	13	0	5	0	12	1	118	5	9	5	7	1	0	7	4	2	5	2	6	0	4	6
LRR_6	381	0	0	0	0	0	0	0	0	0	0	0	10	3	1	3	0	0	0	0	25	0	0	1	0	331	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0
SNARE	377	21	7	9	2	3	16	13	11	12	6	9	1	10	2	19	15	1	1	1	19	9	9	8	2	14	1	9	3	12	3	17	8	11	11	8	6	3	2	9	6	12	4	9	4	7	12
GST_C	374	15	15	3	0	0	8	5	12	35	5	8	1	13	2	22	41	0	0	0	19	14	7	9	0	15	0	7	0	11	0	27	3	13	6	7	0	2	2	11	2	10	2	6	0	6	10
Response_reg	373	44	16	5	1	2	22	1	9	1	2	12	4	20	0	23	1	4	0	0	15	0	2	2	5	23	0	14	1	18	0	4	9	19	4	6	15	6	0	23	0	8	6	11	0	8	7
RasGEF	372	75	4	4	1	1	26	14	11	7	0	4	11	0	2	29	10	0	1	1	10	14	6	14	2	15	0	4	0	19	0	3	12	33	4	2	1	1	2	4	0	0	10	5	1	5	4
ADH_zinc_N_2	372	20	22	5	0	1	7	3	14	12	3	8	2	16	6	32	6	0	0	0	24	5	5	4	1	19	0	14	0	15	0	43	1	5	11	4	3	11	1	18	1	9	1	8	0	5	7
tRNA-synt_1g	371	10	7	10	2	2	14	8	8	8	13	8	1	11	3	13	11	31	7	7	6	4	11	11	0	11	8	8	4	10	2	14	9	10	9	11	4	3	1	6	10	12	1	10	6	7	9
ATP-grasp_4	369	7	14	10	0	1	24	10	11	8	11	10	2	11	4	7	6	0	0	0	17	14	11	12	4	14	0	11	1	18	0	12	4	14	11	8	4	4	3	12	5	22	3	10	0	8	11
tRNA-synt_1	369	13	11	11	1	2	12	7	8	10	11	7	0	8	3	13	11	13	4	4	7	4	10	12	0	14	4	11	2	11	2	14	9	14	10	13	5	2	1	12	20	13	1	6	4	8	11
FAD_binding_2	368	19	24	5	0	1	9	4	11	16	10	9	2	21	2	13	15	1	0	1	15	8	4	13	2	9	1	17	0	11	2	12	5	16	8	5	2	5	2	15	5	18	3	9	2	9	7
BRCT	366	24	14	10	1	0	9	9	8	18	4	7	7	7	1	29	18	2	1	1	11	19	4	6	1	14	3	9	1	7	0	12	15	9	13	13	2	0	2	13	4	6	5	3	3	8	13
Sushi	364	0	0	0	0	0	0	0	0	267	0	0	3	0	0	0	30	0	0	0	0	34	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	13	0	0	0	0
Ldl_recept_a	363	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	157	0	0	0	0	70	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HECT	362	12	6	5	1	5	9	6	5	20	4	4	7	12	1	6	14	1	2	2	6	25	9	22	1	10	3	6	3	9	7	59	14	11	5	7	1	0	2	6	9	7	1	5	2	4	6
PI3_PI4_kinase	362	19	7	8	1	5	18	10	8	12	6	8	1	9	2	16	10	2	4	4	10	11	8	15	5	11	3	8	5	10	0	25	11	11	9	10	2	1	1	7	9	11	3	7	4	6	9
FHA	362	14	9	10	0	1	14	11	10	15	2	8	2	14	0	17	15	0	1	0	11	16	7	8	3	16	0	10	0	17	1	19	7	20	16	8	5	2	3	7	10	7	6	6	0	5	9
GST_N_2	361	9	19	1	0	0	6	5	28	17	10	8	1	13	0	13	35	0	0	0	26	11	5	10	0	18	0	7	0	14	0	20	2	7	6	4	3	6	1	17	3	12	0	11	0	7	6
HTH_29	357	1	4	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	7	114	0	0	1	0	0	0	1	55	0	14	0	153	0	0	1	0	0	1	0	0	0	0	0	0	1
AAA_18	357	7	9	6	1	0	8	10	8	18	8	8	2	15	5	19	13	10	6	5	12	10	7	12	2	10	5	10	3	12	6	9	9	10	7	10	5	1	2	5	5	13	2	6	4	11	11
VWA_2	354	24	5	2	0	0	14	5	7	55	3	4	3	16	1	19	7	0	0	0	23	69	2	24	0	3	2	6	0	2	0	8	2	2	2	2	1	1	8	3	5	11	3	3	1	4	2
UBA	353	23	9	7	1	2	20	11	8	10	8	8	3	14	0	9	23	1	1	2	10	13	7	14	1	15	0	7	0	9	1	12	10	16	10	10	2	2	2	9	9	10	0	7	2	7	8
Rhodanese	350	16	11	9	0	1	12	9	11	13	7	7	1	24	1	11	10	1	2	2	18	9	6	12	1	14	2	11	1	13	0	15	7	15	10	7	3	3	2	8	2	12	1	6	1	12	11
bZIP_2	350	8	9	6	0	7	9	9	7	16	2	8	2	10	3	11	15	0	1	0	13	22	2	10	4	19	2	7	1	25	2	16	4	41	5	4	5	3	6	6	0	13	1	4	1	7	4
Acyl-CoA_dh_M	350	12	10	2	0	6	24	11	11	14	3	7	6	6	4	15	13	0	0	0	23	11	6	11	1	24	0	7	0	20	0	15	8	20	1	0	3	4	3	9	5	6	3	13	0	3	10
SAM_1	349	46	4	3	0	2	9	6	4	33	0	3	8	9	1	13	32	0	0	0	4	47	0	35	4	7	0	5	0	10	0	16	5	12	1	4	2	1	5	5	0	2	1	3	0	3	4
Clathrin	348	9	11	10	0	2	19	10	10	16	7	11	3	9	1	14	10	0	0	0	9	15	3	11	0	13	0	10	0	16	8	10	10	12	9	10	0	1	4	10	8	8	7	10	0	11	11
Lactamase_B_2	347	12	17	6	1	3	10	9	14	4	7	12	1	13	3	14	7	3	3	3	16	12	6	12	2	13	4	12	4	10	1	13	6	10	7	8	5	5	2	7	8	12	3	11	5	4	7
GST_C_2	343	16	19	1	0	0	8	4	14	23	6	11	1	10	1	14	37	0	0	0	22	6	7	10	0	17	0	8	0	12	0	16	0	11	6	6	4	4	0	11	2	10	0	10	0	7	9
ABC2_membrane_3	343	6	14	3	1	5	9	10	6	8	5	4	2	15	0	29	22	0	1	1	3	17	11	15	3	18	1	5	0	7	10	56	8	6	5	0	3	1	2	6	3	4	2	6	1	3	6
UAA	342	11	8	4	0	1	17	11	12	6	14	9	0	21	2	9	8	0	1	1	13	10	9	8	4	18	1	8	0	17	3	16	5	15	7	6	0	5	3	8	4	22	3	6	2	7	7
NmrA	342	14	36	0	0	3	13	2	12	2	5	12	1	21	5	16	2	1	0	0	38	6	2	15	3	12	0	16	0	10	0	15	4	12	2	2	3	0	1	22	0	14	1	6	0	11	2
TPT	341	8	8	4	3	1	11	7	10	8	15	8	4	35	2	9	8	4	3	2	12	8	6	13	2	16	2	7	0	14	1	12	6	10	8	7	0	3	2	7	6	24	3	6	3	6	7
Peptidase_S9	340	18	15	2	0	1	12	11	13	13	6	8	5	16	3	8	12	0	0	0	14	12	11	10	3	21	0	12	0	13	0	16	8	18	2	4	2	1	1	9	7	11	3	12	0	5	2
CBM_14	337	0	1	0	0	0	0	0	0	24	0	0	0	4	0	0	236	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0
DUF1898	336	10	5	9	2	1	7	4	13	16	0	5	0	12	7	4	19	7	2	2	11	29	5	10	6	13	1	4	2	21	0	11	5	30	8	6	2	2	2	2	5	20	3	7	1	3	2
ThiF	331	13	9	8	3	1	16	7	8	9	7	8	2	9	3	12	9	6	4	5	9	10	8	10	0	9	5	9	5	10	0	14	7	8	9	9	3	2	2	10	9	12	2	8	5	8	9
SAM_2	331	49	5	3	0	2	9	4	4	29	0	3	7	7	1	8	27	0	1	1	3	45	0	30	4	9	0	6	0	10	0	15	2	11	4	4	2	1	5	6	0	2	1	4	0	3	4
Lipase_3	331	15	5	6	1	5	15	14	17	1	5	1	0	25	3	15	1	2	2	2	10	11	5	8	1	12	2	5	1	23	4	11	11	18	3	1	6	1	0	5	4	21	3	6	2	4	18
Glyco_trans_2_3	327	1	12	3	1	2	25	22	13	2	2	7	0	1	5	2	4	14	1	1	13	2	16	1	6	25	0	12	1	26	1	6	5	27	3	1	5	3	2	16	0	6	0	17	1	7	7
PQ-loop	326	10	16	7	0	1	17	9	9	9	6	12	0	7	5	13	7	0	0	0	10	7	4	5	4	21	0	12	0	25	0	6	6	18	10	5	2	1	4	10	2	6	0	15	0	9	16
Kelch_2	324	44	3	0	0	0	0	5	3	47	1	4	2	9	0	36	24	0	0	0	0	22	1	6	1	21	0	5	0	17	0	20	0	13	2	6	0	0	0	9	11	7	0	3	0	1	1
Lactamase_B	319	9	12	3	2	2	12	9	10	15	6	7	1	11	2	13	9	4	4	4	16	10	7	12	1	12	4	12	4	11	1	9	6	11	4	7	4	3	2	6	5	14	3	7	5	4	4
zf-DHHC	319	16	6	6	3	0	0	7	6	10	6	6	2	13	1	15	22	7	5	5	7	14	2	10	2	11	5	6	3	14	1	23	3	7	7	5	1	1	0	5	18	8	4	7	8	5	6
MCM	318	8	6	6	7	1	11	9	6	12	9	6	4	10	2	8	8	8	8	8	8	17	9	9	1	8	8	6	8	6	0	8	13	7	6	6	1	2	1	6	11	11	1	7	9	6	6
GST_N	317	8	15	2	0	4	4	8	12	32	6	2	1	12	9	14	39	0	0	0	14	13	8	8	0	12	0	5	0	5	0	22	2	5	5	5	1	2	2	11	1	6	2	9	0	6	5
HA2	317	10	9	7	1	1	13	10	10	13	6	10	4	10	1	10	14	0	3	3	11	10	9	10	3	11	3	9	3	4	0	11	9	10	7	9	3	2	2	9	10	11	0	10	3	6	7
VWA	317	15	4	0	0	0	8	0	4	71	1	2	0	12	0	12	3	0	0	0	13	106	1	25	0	1	1	6	0	1	1	3	0	1	0	0	0	0	8	4	3	6	2	2	0	1	0
AhpC-TSA	317	9	10	7	1	2	8	6	8	7	9	5	2	17	2	16	15	0	1	1	16	8	6	13	1	14	1	5	0	9	1	23	7	12	11	7	3	1	0	7	7	16	3	7	1	3	9
Peptidase_M24	317	7	11	7	0	4	13	8	11	9	8	10	2	9	4	8	10	2	3	3	10	9	7	10	0	16	3	9	3	14	0	10	7	18	7	8	2	2	0	11	8	9	0	7	3	7	8
tRNA-synt_2b	315	8	8	9	4	2	14	8	7	8	8	7	4	9	3	10	7	5	6	6	8	5	5	9	2	13	5	8	5	12	0	8	7	12	10	9	1	1	2	7	10	11	2	9	6	6	9
RmlD_sub_bind	315	14	12	1	0	3	20	6	6	10	16	10	2	10	2	17	7	1	0	0	20	8	6	11	1	18	0	9	0	10	2	11	5	14	2	6	4	2	1	9	2	15	3	6	0	8	5
